;link;data;titulo;texto
20;/br/content/informa%C3%A7%C3%B5es-sobre-o-funcionamento-do-hospital-veterin%C3%A1rio-universit%C3%A1rio;28/02/2023 - 16:45;Informações sobre o funcionamento do Hospital Veterinário Universitário;"Em resposta à matéria exibida pela TV jornal no dia 27 de fevereiro de 2023, cujo mote foi a queixa, por parte de alguns cidadãos, das dificuldades de se conseguir o agendamento para consultas no Hospital Veterinário Universitário do DMV-UFRPE, a Direção do DMV e a Coordenação Administrativa do HVU-DMV/UFRPE comunicam que: 1.      O HVU-DMV/UFRPE tem como objetivo o ensino, a pesquisa e a extensão. Visa à formação dos profissionais da Medicina Veterinária (graduandos, mestrandos, doutorandos e Médicos Veterinários Residentes); 2.      Ao contrário do que preconiza o senso-comum, atender à imensa demanda social inerente aos serviços prestados no HVU-DMV/UFRPE no âmbito de Recife e RMR não é nossa responsabilidade; 3.      Por ser reconhecido como um centro de excelência que traz em seu escopo a oferta de atendimento gratuito realizado por profissionais qualificados, mesmo diante das limitações físico-estruturais e de recursos humanos, a procura pelos serviços aqui prestados é desproporcional à nossa capacidade de atendimento e, obviamente, fogem à nossa competência; 4.      O agendamento para consulta de cães e gatos é realizado às segundas-feiras, através do telefone 3320-6441, a partir das 10 horas, até o preenchimento de todas as vagas. A linha telefônica em questão, por questões operacionais da própria estrutura disponibilizada pela UFRPE, é operada em um aparelho de telefonia fixa comum, sem maiores recursos, tais como PABX, central telefônica ou mesmo uma chamada em espera; 5.      O quantitativo de consultas semanais – para o primeiro atendimento, sem contar os retornos – varia conforme a disponibilidade do Quadro Técnico e de Residentes disponíveis para os atendimento pois, no caso específico destes segundos, os mesmos também possuem outras obrigações junto ao Programa de Residência que precisam ser exercidas, tais como cursar disciplinas e atividades de vivência, além de uma carga horária que precisa ser cumprida em unidades do SUS e do NASF; 6.      Para ilustrar e reforçar o argumento do item 5, nesta semana (27 de fevereiro a 3 de março), o HVU-DMV/UFRPE dispõe de apenas uma servidora Médica Veterinária do quadro técnico e uma Médica Veterinária Residente disponíveis para o atendimento; 7.      Na segunda-feira, dia 27 de fevereiro, foram agendados, por telefone, 27 pacientes. O agendamento teve início às 10 horas e foi finalizado exatamente às 11 horas e 23 minutos; em seguida, as recepcionistas deram continuidade ao atendimento telefônico apenas para comunicar que as vagas da semana já haviam sido preenchidas; 8.      O atendimento das especialidades (oftalmologia, dermatologia, oncologia) é realizado através do número 3320-6411 no primeiro dia útil de cada mês, a partir das 10 horas, até o preenchimento das vagas - são cerca de 2 vagas semanais para cada especialidade, a depender da agenda do professor responsável, que tem outras tantas atribuições de ensino e pesquisa, além dos atendimento no HVU; 9.      Por fim, comunicamos que a Direção do DMV se coloca à disposição da imprensa para prestar quaisquer esclarecimentos que dizem respeito ao funcionamento do HVU. "
21;/br/content/desafios-da-implanta%C3%A7%C3%A3o-da-lgpd-para-o-poder-p%C3%BAblico-ocorre-nesta-quarta-1%C2%BA03;27/02/2023 - 17:29;Desafios da Implantação da LGPD para o Poder Público ocorre nesta quarta (1º/03);A PROGEPE, por meio do Departamento de Desenvolvimento de Pessoas, convida todos os servidores Técnico-administrativos e docentes da UFRPE a  participarem da Webpalestra:  Desafios da Implantação da LGPD para o Poder Público , que será realizada às 9h desta quarta (1°/03), no canal oficial da UFRPE: https://www.youtube.com/UFRPEoficial . A Lei Geral de Proteção de Dados Pessoais (LGPD), Lei n° 13.709/2018, foi promulgada para proteger os direitos fundamentais de liberdade e de privacidade e a livre formação da personalidade de cada indivíduo. A Lei fala sobre o tratamento de dados pessoais, dispostos em meio físico ou digital, feito por pessoa física ou jurídica de direito público ou privado, englobando um amplo conjunto de operações que podem ocorrer em meios manuais ou digitais. (Disponível em: GOV.BR) A palestrante será a Profª Drª Edilene Silva - Deptº de Ciência da Informação da UFPE e  terá a certificação de 2h para aqueles que assinarem a lista de presença disponibilizada ao decorrer do evento. O formulário de inscrição será disponibilizado no início da palestra.
22;/br/content/divulgada-lista-de-homenageados-da-cola%C3%A7%C3%A3o-de-grau-unificada-em-1503;27/02/2023 - 15:33;Divulgada lista de homenageados da Colação de Grau Unificada em 15/03;"A Universidade Federal Rural de Pernambuco (UFRPE) celebra, no dia 15 de março, às 17h, a Colação de Grau Unificada dos Cursos de Graduação do Campus Sede (Dois Irmãos) e das Unidades Acadêmicas do Cabo de Santo Agostinho (UACSA); e da Educação a Distância (UAEADTec), referente ao 2º semestre de 2021, e 2º semestre de 2022 (UAEADTec), respectivamente. A solenidade ocorrerá de modo presencial, no Teatro Guararapes do Centro de Convenções, em Olinda - PE. Estarão presentes a Administração Superior; os(as) Diretores(as) Gerais das Unidades Acadêmicas; Diretore(a)s dos Departamentos Acadêmicos; Coordenadores(as) dos Cursos de Graduação; Paraninfo(a)s e Patronos/Patronesses; Professores(as) e Técnicos(as) Homenageados(as); além dos(as) formandos(as), que têm direito a um padrinho ou madrinha, e demais convidados. Visando a realização do evento com organização, solicita-se que dirigentes, coordenadores(as), paraninfos(as), patronos/patronesses, docentes e técnicos(as) homenageados(as) se apresentem à equipe do cerimonial para a confirmação de presença, visto que, posteriormente, por meio desta será emitida a declaração de homenageado(a). Em reunião realizada com os formandos no dia 23 de fevereiro de 2023, às 14h, no Salão Nobre, foram escolhidos, por meio de sorteio, a Paraninfa Mércia Virginia Ferreira dos Santos, professora do curso de Bacharelado em Zootecnia; o Patrono, professor Robson José Silva, do curso Tecnológico em Construção Civil/Edificações, da Unidade Acadêmica do Cabo de Santo Agostinho (UACSA); e a Oradora, a formanda Letícia Oliveira Claizoni dos Santos, do curso de Bacharelado em Gastronomia, neste ato representando os demais paraninfos(as), patronos/patronesses, e oradores(as), respectivamente. VESTES TALARES Coordenadores(as) de cursos, dirigentes, formandos(as), na modalidade presencial e a distância, docentes e técnicos(as) homenageados(as), deverão realizar o agendamento para empréstimo das becas (Vestes Talares) por meio do formulário do Google Forms cujo link segue abaixo: Link de acesso ao formulário: https://forms.gle/nZygkv9R1mFTx4zG8 As becas serão entregues na ACEP (Assessoria de Cerimonial), localizada no 1º andar do Prédio Central, durante o período de 1º a 03 de março de 2023, e de 07 a 10 de março, na Assessoria de Cerimonial, localizada no 1º andar do Prédio Central, nos horários das 8h30 às 12h, das 13h às 17h e das 18h às 19h30. Ao final desta matéria estará disponível a relação contendo os nomes dos(as) homenageados(as) por curso. Mais informações: E-mail: diretoria.cerimonial@ufrpe.br Telefones: (81) 3320-6011/3320-6642"
23;/br/content/inscri%C3%A7%C3%B5es-abertas-para-bolsas-santander-gradua%C3%A7%C3%A3o-2023;27/02/2023 - 14:52;Inscrições abertas para bolsas Santander Graduação 2023;Estão abertas, até o dia 16 de maio de 2023, as inscrições para o edital de seleção do programa de bolsas para estudantes de graduação “Santander Graduação 2023”. São disponibilizadas cinco bolsas para estudantes da UFRPE. O edital tem como objetivo de contribuir, através de apoio financeiro no valor de R$ 300 mensais, durante 12 meses,, para que estudantes de instituições de ensino superior, com histórico escolar qualificado como bom ou excelente e baixa condição financeira, tenham a oportunidade de dar continuidade aos estudos, incrementando a qualidade da formação acadêmica. A inscrição pelo sistema Santander Universitário deverá ser efetuada, até 16/05, por meio do link https://app.becas-santander.com/pt-BR/program/bolsas-santander-estudos-s... A documentação será encaminhada também por e-mail pela plataforma (DocuSign) para assinatura digital. Confira todos os critérios no link mencionado.
24;/br/content/ufrpe-promove-iii-simp%C3%B3sio-brasileiro-de-educa%C3%A7%C3%A3o-em-computa%C3%A7%C3%A3o-educomp;27/02/2023 - 09:04;UFRPE promove III Simpósio Brasileiro de Educação em Computação (EduComp);"A Universidade Federal Rural de Pernambuco (UFRPE) é a instituição organizadora do III Simpósio Brasileiro de Educação em Computação (EduComp), que acontece entre os dias 24 e 29 de abril de 2023 de forma totalmente remota.
Realizado pela Sociedade Brasileira de Computação (SBC), neste ano, o EduComp tem como tema O legado do ensino remoto na Educação em Computação.
O evento congrega pesquisadores e educadores da área de Educação em Computação com o objetivo de compartilhar novas ideias e resultados sobre a concepção, desenvolvimento e avaliação de cursos, currículos, disciplinas, projetos, atividades, ferramentas e materiais relacionados ao ensino e à aprendizagem de computação. Na programação do EduComp 2023, estão previstos painéis, palestras, sessões técnicas e os espaços do Laboratório de Ideias, além de minicursos e outras atividades. A transmissão do evento ocorrerá principalmente pelo canal do YouTube do Grupo de Interesse em Educação em Computação (GIEC). As inscrições já estão abertas em: https://centraldesistemas.sbc.org.br/ecos/educomp2023 Como parte dos preparativos do EduComp 2023, dois eventos de aquecimento serão realizados: um no mês de fevereiro (27) e outro no mês de março (23). Ambos, com inscrições gratuitas e certificado de participação.
A Coordenação Geral do EduComp 2023 é fruto da parceria das professoras Rozelma França (Departamento de Educação) e Taciana Pontual (Departamento de Computação), que lecionam no curso presencial de Licenciatura em Computação na UFRPE/Sede, e atuam no Comitê Gestor do GIEC/SBC. Além delas, outros docentes da UFRPE colaboram com a organização do evento. Saiba mais sobre o EduComp 2023 em: https://www.sbc.org.br/educomp2023"
25;/br/content/prpg-e-editora-universit%C3%A1ria-firmam-parceria;24/02/2023 - 14:21;PRPG e Editora Universitária firmam parceria; A Pró-Reitoria de Pós-graduação, em parceria com a Editora Universitária da UFRPE (EDUFRPE), apresenta o PÓS PRELO, uma parceria que tem como objetivo premiar o(a) primeiro(a) colocado(a) de cada Curso de Pós-graduação Stricto Sensu, com a disponibilização gratuita do serviço de impressão e encadernação de 3 exemplares da Dissertação ou Tese “em capa dura“, um serviço gráfico de qualidade realizado pela Editora Universitária. Esta ação visa dar mais visibilidade e valorizar a Pós-graduação, incentivando os estudantes a buscarem um melhor desempenho.
26;/br/content/editora-implementa-processo-inovador-na-encaderna%C3%A7%C3%A3o-de-capa-dura;17/02/2023 - 15:19;Editora implementa processo inovador na encadernação de capa dura; A Editora Universitária da UFRPE (EDUFRPE) acaba de implementar um novo e pioneiro processo de produção para o serviço de encadernação de capa dura. Nesse novo método, o resultado é obtido em menor tempo, pois elimina etapas produtivas anteriormente utilizadas - como a necessidade de prensa e tempo de costura e secagem de cola - e redução de custos, ao utilizar basicamente papel adesivo aplicado diretamente no papelão. A Direção da Editora ressalta que há grandes benefícios para o(a) profissional que atua nesse setor produtivo, pois o processo elimina os riscos à saúde do servidor ao não utilizar cola e tintas gráficas insalubres, bem como na segurança, uma vez que os recursos utilizados são mais simples, como a tesoura, a régua e o estilete. O novo processo cria uma vasta oportunidade de opções criativas de impressão, já que a capa é impressa em papel adesivo, podendo-se colocar além das tradicionais letras douradas, fotos, logomarcas, figuras e imagens. Saiba mais em: http://editora.ufrpe.br/ 
27;/br/content/live-de-lan%C3%A7amento-dos-editais-de-sele%C3%A7%C3%A3o-do-programa-brafagri-ser%C3%A1-em-2702;16/02/2023 - 15:05;Live de lançamento dos editais de seleção do Programa BRAFAGRI será em 27/02;O Núcleo de Internacionalização do Instituto IPÊ/UFRPE divulga a live de lançamento dos editais de seleção do Programa BRAFAGRI, que será realizado no dia 27 de fevereiro de 2023, às 19h, no Canal do YouTube da UFRPE e Instituto Ipê. O Programa BRAFAGRI (BRASIL - FRANÇA) tem como objetivo fomentar o intercâmbio de estudantes em nível de graduação nas áreas de Medicina Veterinária, Agronomia e Zootecnia, oferecendo bolsas de estudos por 12 meses na França. As inscrições serão no período de 27 de fevereiro a 15 de março de 2023. Na live, serão esclarecidas dúvidas ao vivo, através do chat. Haverá acesso aos editais no dia 27 de fevereiro, no site da UFRPE.
28;/br/content/professor-da-universit%C3%A0-di-firenze-it%C3%A1lia-ministra-disciplina-no-ppg-em-zootecnia;15/02/2023 - 15:49;Professor da Università di Firenze (Itália) ministra disciplina no PPG em Zootecnia;" O Professor Riccardo Bozzi, Università di Firenze (UNIFI),  Itália, irá ministrar a disciplina ""Problemas Especiais em Produção Animal com ênfase em Assessing animal biodiversity with genomic tools aimed at balancing product quality and sustainable livestock management (PZOO7368)"" no período de 13 a 17 de março de 2023,  junto ao Programa de Pós-Graduação em Zootecnia da UFRPE. A disciplina irá ocorrer no formato presencial no Departamento de Zootecnia, no horário de 08 às 12 e de 14 às 18 horas, e será aberta à participação de alunos de outros programas de pós-graduação da UFRPE e outras instituições. Os alunos dos Programas de Pós-Graduação da UFRPE podem realizar a matrícula através do SIGAA no período de 08 a 10 de março, período de matrícula regular. Os alunos de Programas de outras instituições interessados devem se inscrever exclusivamente online, pelo endereço https://sigs.ufrpe.br/sigaa/public/processo_seletivo/lista.jsf?nivel=S&aba=p-stricto conforme o cronograma publicado no EDITAL PPGZ 04/2023, no período de 16/02 a 03/03/2023. A vinda do Prof. Riccardo Bozzi à UFRPE foi aprovada pelo PPGZ junto ao Programa CAPES/Print/UFRPE, e integra ações de internacionalização da UFRPE. O Dr. Riccardo Bozzi é professor do Dipartimento di Scienze e Tecnologie Agrarie, Alimentari, Ambientali e Forestali da Università di Firenze, e atua na área melhoramento genético animal, genética e genômica, qualidade dos produtos, conservação e gestão de raças locais e tem vasta experiência na área."
29;/br/content/ufrpe-recebe-terceira-fase-da-olimp%C3%ADada-brasileira-de-f%C3%ADsica;10/02/2023 - 11:40;UFRPE recebe terceira fase da Olimpíada Brasileira de Física;No próximo sábado (11/02/2023), a partir das 09 da manhã, o Departamento de Física da UFRPE, sediará no Centro de Ensino de Graduação em Exatas e da Natureza (CEGEN), a terceira e última fase da Olimpíada Brasileira de Física (OBF). Esta atividade concentrará mais de 140 estudantes de ensino médio e fundamental de várias escolas do nosso estado, os quais participarão, em dois turnos, de uma prova experimental de 3 horas (09:00 - 12:00), e outra teórica, que terá uma duração de 4 horas (13:30 – 17:30). Os estudantes chegaram até esta fase depois de ter participado de duas etapas prévias com caráter classificatório, então, trata-se dos estudantes com os melhores desempenhos no estudo da física, nos seus respetivos níveis e colégios em nosso estado. Esta etapa da OBF é um passo importante para as aspirações dos estudantes de participar, representando o país em competições internacionais, daí a grande importância deste evento. O DF-UFRPE está à frente da coordenação estadual da OBF desde o ano de 2022, sucedendo ao departamento de Física da UFPE, que coordenava esta atividade anteriormente.
30;/br/content/reuni%C3%A3o-com-formandoas-e-docentes-sobre-cola%C3%A7%C3%A3o-de-grau-ocorre-no-dia-2302;10/02/2023 - 10:36;Reunião com formando(a)s e docentes sobre colação de grau ocorre no dia 23/02;"A Universidade Federal Rural de Pernambuco (UFRPE) celebra, no dia 15 de março, às 17h, a Colação de Grau Unificada dos cursos de graduação do Campus Sede/Dois Irmãos e das Unidades Acadêmicas do Cabo de Santo Agostinho (UACSA) e de Educação a Distância (UAEADTec), referente ao segundo semestre de 2021, e 2º semestre de 2022, respectivamente. A solenidade ocorrerá de modo presencial, no Teatro Guararapes do Centro de Convenções, em Olinda - PE. Estarão presentes a administração superior; o(a)s diretore(a)s gerais das unidades acadêmicas; diretore(a)s dos departamentos acadêmicos; coordenadore(a)s dos cursos de graduação; paraninfo(a)s e patronos/patronesses; professore(a)s, servidore(a)s e técnico(a)s homenageado(a)s; além do(a)s formando(a)s, que têm direito a um padrinho ou madrinha, e demais convidado(a)s. O Cerimonial encaminhou aos Coordenadores de Cursos, por meio do e-mail institucional, as orientações iniciais sobre a solenidade além do Formulário de Indicação dos Homenageados, que deverá ser preenchido, de forma coletiva entre formandos do mesmo curso e, posteriormente, devolvido ao Cerimonial pela Coordenação do Curso, até às 8h do dia 16/02/2022. Reunião com os formandos, professores e coordenadores de curso: A reunião será realizada no dia 23/02, às 14h, no Salão Nobre da UFRPE, visando a esclarecer toda a metodologia da Colação de Grau, orientar todos(as) os(as) juramentistas(as) e realizar o sorteio do(a) orador(a) e do(a) paraninfo(a) titulares, responsáveis pelos discursos representando as respectivas categorias. A reunião contará com a participação de representantes da Secretaria Geral dos Conselhos Superiores (SEG) e do Departamento de Registro e Controle Acadêmico (DRCA), visando orientar os formandos sobre a assinatura da Ata Oficial da solenidade e dos procedimentos para emissão de diplomas, respectivamente. Vestes Talares: Coordenadores(as) de cursos, dirigentes, formandos(as), docentes e técnicos(as) homenageados(as), nas modalidades presencial e a distância, deverão retirar as Vestes Talares (becas), no período de 1º a 03 de março de 2023, e de 07 a 10 de março, na Assessoria de Cerimonial, localizada no 1º andar do Prédio Central, nos horários das 8h30 às 12h, das 13h às 17h e das 18h às 19h30. Após o período citado, não haverá entrega de becas. Atenção! Não serão entregues becas no dia 06/3/2023 devido ao feriado que celebra a Data Magna do estado de Pernambuco. Pede-se a gentileza de devolver a beca até 05 (cinco) dias úteis após a realização da solenidade. O agendamento para a retirada das becas no prazo acima descrito, poderá ser realizado a partir de hoje, por meio do seguinte link: Colação Unificada: Agendamento para empréstimos de Vestes Talares - Formulários Google Mais informações: Cerimonial da UFRPE: 3320-6011/6642 cerimonial@ufrpe.br e diretoria.cerimonial@ufrpe.br"
31;/br/content/hospital-veterin%C3%A1rio-sem-agendamento-no-dia-1302;10/02/2023 - 10:25;Hospital Veterinário sem agendamento no dia 13/02;A equipe responsável pelo Hospital Veterinário Escola da UFRPE informa que o agendamento do dia 13/02, para consulta de clínica médica de pequenos animais, está suspenso, retornando no dia 27/02. A medida ocorre para atendimento a pacientes não atendidos nos dias de fortes chuvas e apresentação de TCRs por residentes, além de feriado de Carnaval.
32;/br/content/ufrpe-d%C3%A1-in%C3%ADcio-sistema-inovador-de-gest%C3%A3o-com-o-programa-de-gest%C3%A3o-e-desempenho;06/02/2023 - 16:22;UFRPE dá início a sistema inovador de gestão com o Programa de Gestão e Desempenho;"O futuro já começou por aqui. Foi dada a largada, nessa segunda-feira (6/02), no Programa de Gestão e Desempenho (PGD) da UFRPE, uma das prioridades da gestão superior para aprimorar a Universidade e adequá-la às novas demandas sociais e de trabalho. O primeiro setor a experimentar a nova modalidade de trabalho é a Unidade Acadêmica de Educação a Distância e Tecnologia (UAEDTec), em virtude da natureza de suas atividades e características próprias, até que todas as soluções técnicas e legais sejam resolvidas, garantindo a segurança jurídica do(a)s servidore(a)s. Até julho deste ano, toda a Instituição poderá aderir ao PGD, que inclui o teletrabalho e outros avanços. Em breve será divulgado cronograma geral de implantação. Também serão divulgados períodos de capacitação para ambientação do uso do POLARE - Sistema a ser adotado, bem como outras informações à comunidade. Programa de Gestão e Desempenho (PGD) é o nome dado ao modelo de trabalho instituído pela Administração Pública Federal com foco na substituição do controle de frequência dos agentes públicos por uma gestão de pessoas baseada em resultados; e inovação nos arranjos de trabalho, tanto em relação aos locais quanto aos horários de execução. A ideia é tornar a gestão institucional mais dinâmica, produtiva e criativa, bem como reduzir gastos públicos e melhorar a qualidade de vida das pessoas. Para o reitor, Marcelo Carneiro Leão, a iniciativa é um marco para o avanço na administração da Instituição. ""É um grande passo na gestão de pessoas, tanto para a qualidade de vida do(a)s nosso(a)s servidore(a)s quanto na qualidade do trabalho, o que vai gerar importantes melhorias institucionais e trazer a UFRPE para novos tempos"", ressalta."
33;/br/content/atividades-suspensas-nos-campi-da-rmr-durante-todo-o-dia-602;06/02/2023 - 09:32;Atividades suspensas nos campi da RMR durante todo o dia (6/02);"A partir de novas informações da Associação Pernambucana de Águas e Clima (Apac) e da situação de alagamento em diversas localidades da Região Metropolitana do Recife, a UFRPE suspende todas as atividades presenciais desta segunda-feira (6/02) nos campi da RMR. À noite será emitido novo comunicado sobre a situação do dia seguinte.
O Restaurante Universitário funciona apenas das 11h às 13h para residentes e pessoas que já estejam na Universidade."
34;/br/content/suspensas-atividades-nos-campi-da-rmr-na-manh%C3%A3-desta-segunda-602;06/02/2023 - 07:27;Suspensas as atividades nos campi da RMR na manhã desta segunda (6/02);Diante do agravamento das chuvas durante a madrugada e início da manhã desta segunda-feira (6/02), a UFRPE suspende as atividades acadêmicas e administrativas da manhã nos campi da Região Metropolitana do Recife. Às 11h será divulgado novo informativo a partir do acompanhamento da situação.
35;/br/content/instituto-ip%C3%AA-divulga-resultado-final-do-pibic-em;03/02/2023 - 10:09;Instituto Ipê divulga resultado final do PIbic-EM;O Instituto IPÊ UFRPE, através da Coordenadoria de Gestão de Programas de Pesquisa e da Produção Científica e Tecnológica (CGPROD) do Núcleo de Pesquisa (NUPESQ), divulga à comunidade acadêmica o Resultado Final da Seleção do Edital NUPESQ/IPÊ 06/2022, referente à seleção para o Programa Institucional de Bolsas de Iniciação Científica para o Ensino Médio (PIBIC-EM 2023/2024). Aproveitamos para relembrar que, segundo o Edital, os(as) orientadores(as) com candidatos(as) selecionados(as) deverão, obrigatoriamente, encaminhar para o email cgprod.nupesq.ipe@ufrpe.br a documentação complementar. Esta documentação deverá ser enviada até 08 de fevereiro de 2023 (não será aceito envio de documentação após esta data). A documentação complementar a ser entregue está descrita nos itens 4.2 e 4.3 do Edital NUPESQ/IPÊ 06/2022 (PIBIC-EM 2023/2024). O termo de compromisso e o documento de autorização dos pais ou responsáveis podem ser obtidos nos links disponibilizados na publicação do resultado.
36;/br/content/peri%C3%B3dicos-da-ufrpe-s%C3%A3o-bem-avaliados-na-qualis-capes-2017-2020;02/02/2023 - 09:35;Periódicos da UFRPE são bem avaliados na Qualis-Capes 2017-2020;Em dezembro de 2022, foi publicada a avaliação quadrienal Qualis Capes 2017-2020 com a classificação dos periódicos no site da Plataforma Sucupira. O Sistema Integrado de Bibliotecas parabeniza todos os periódicos da UFRPE pelo bom desempenho na classificação. Atualmente, o Portal de Periódicos da UFRPE conta com 13 periódicos, dos quais 11 são da instituição e dois são hospedados no Portal da UFRPE, os Anais da Academia Pernambucana de Ciência Agronômica e a revista Educação e (Trans)formação UFAPE. Sete periódicos da UFRPE tiveram um excelente desempenho na avaliação quadrienal Qualis Capes 2017-2020, com dois obtendo o qualis A3 e A4, e cinco, B1, B2. B3 e B4. https://journals.ufrpe.br/index.php/ Confira abaixo a situação de cada periódico. 
37;/br/content/ap%C3%B3s-35-anos-egresso-retornar%C3%A1-%C3%A0-ufrpe-para-coopera%C3%A7%C3%A3o-cient%C3%ADfica;01/02/2023 - 10:18;Após 35 anos, egresso retornará à UFRPE para cooperação científica;"O panamenho Anibal G. Armién, Médico Veterinário formado em 1988 pela UFRPE, retornará à instituição em junho de 2023, por meio de uma proposta de cooperação científica aprovada pelo Programa de Pós-Graduação em Medicina Veterinária no Programa CAPES-PRINT Professor Visitante do Exterior. Dr. Anibal chegou à UFRPE em março de 1984 e em 1986, passou a integrar a equipe da professora Maria Inês Cavalcante para um estágio em Anatomia Patológica, fato que iria definir sua futura especialidade. A docente orientou e encaminhou o Anibal Armién para trabalhar com um dos maiores patologistas veterinários brasileiros em gerações, o professor Jefferson Andrades do Santos e o seu futuro orientador de Mestrado e Doutorado, o docente Carlos Tokarnia no Rio de Janeiro. “Estou muito feliz em poder voltar para minha alma mater, já faz 35 anos!”, falou Armien.  Após sua graduação, o veterinário alçou voos impressionantes: É mestre pela Universidade Federal Fluminense no Rio de Janeiro, doutor pela Universidade Justus-Liebig na Alemanha e diplomado pelo Colégio Americano de Patologia Veterinária. Atualmente o professor Armien é Patologista do California Animal Health and Food Safety Laboratory e chefe da unidade de microscopia eletrônica no College of Veterinary Medicine, University of California-Davis. Nos últimos anos, ele foi professor em duas universidades renomadas nos Estados Unidos, a Universidade de Minnesota e a Universidade de Wisconsin-Madison. Antes de sua carreira nos EUA, Anibal Armien foi professor na Universidade do Panamá e Diretor Nacional de Pesquisa Animal, no Instituto Panamenho de Pesquisa Agrícola e Pecuária. “Eu sempre soube que iria reencontrar meus colegas e professores e o mais importante, contribuir de alguma forma para a formação da nova geração de veterinários pernambucanos; isto me dará uma grande satisfação”, exclamou o Armien. Na proposta intitulada “Diagnóstico de doenças de animais silvestres” serão abordados temas como saúde dos ecossistemas, fundamentos de microscopia eletrônica aplicados ao diagnóstico de doenças de animais, discussão de casos selecionados de doenças de vertebrados, invertebrados, de animais marinhos e estudos de casos sobre o declínio populacional de espécies de mamíferos. Para o professor Fábio Mendonça, docente do DMFA e idealizador da proposta, esta será uma oportunidade única de cooperação científica numa área da Medicina Veterinária que tem demandado profissionais mais qualificados. “No Laboratório de Diagnóstico Animal da UFRPE, por exemplo, nossa casuística de animais silvestres/exóticos quase se equipara aos casos observados em animais de produção”, explicou o docente. Ainda segundo Fábio, “A proposta é treinar médicos veterinários da pós-graduação da UFRPE interessados em diagnóstico de doenças. Também pretendemos contar com a participação de profissionais convidados de instituições parceiras, como o Zoológico de Dois Irmãos, CETRAS, Ecoassociados, dentre outras”. A participação de profissionais dessas instituições será fundamental para o sucesso das atividades com nossos pós-graduandos e acredito que a troca de experiências será incrível. Esta é também uma oportunidade formidável para estreitar laços com a Faculdade de Medicina Veterinária da Universidade da Califórnia”. As informações sobre inscrições, cronograma e sobre as atividades do curso serão divulgadas em tempo oportuno no site do PPGMV e no site da UFRPE."
38;/br/content/errata-instituto-ip%C3%AA-divulga-resultado-do-pibic-em;31/01/2023 - 13:39;[Errata] Instituto Ipê divulga resultado do Pibic-EM;O Instituto IPÊ UFRPE, através da Coordenadoria de Gestão de Programas de Pesquisa e da Produção Científica e Tecnológica (CGPROD) do Núcleo de Pesquisa (NUPESQ), divulga a comunidade acadêmica o Resultado Final da Seleção do Edital NUPESQ/IPÊ 06/2022, referente à seleção para o Programa Institucional de Bolsas de Iniciação Científica Para o Ensino Médio (PIBIC-EM 2023/2024). Aproveitamos para relembrar que, segundo o Edital, os(as) orientadores(as) com candidatos(as) selecionados(as) deverão, obrigatoriamente, encaminhar para o email cgprod.nupesq.ipe@ufrpe.br a documentação complementar. Esta documentação deverá ser enviada até 08 de fevereiro de 2023 (não será aceito envio de documentação após esta data). A documentação complementar a ser entregue está descrita nos itens 4.2 e 4.3 do Edital NUPESQ/IPÊ 06/2022 (PIBIC-EM 2023/2024). O termo de compromisso e o documento de autorização dos pais ou responsáveis podem ser obtidos nos links disponibilizados da publicação do resultado
